anio,date,home_team,away_team,goles_local,goles_visita,abs_elo_diff,cdf_prev_local,pmf_local,cdf_prev_visita,pmf_visita,prob_local,prob_empate,prob_visita,pred_over_3.5,obs_over_3.5,pred_over_4.5,obs_over_4.5,pred_margen_>=3,obs_margen_>=3,pred_alguno_>=3,obs_alguno_>=3
2018,2018-01-02,Iraq,United Arab Emirates,0,0,17.763632901276424,0.0,0.41583882422111046,0.0,0.3808137276044968,0.3123973048102816,0.32652471150918616,0.3610779836805323,0.14441753893830875,0,0.0583667024000539,0,0.08798721751457556,0,0.1647142435532496,0
2018,2018-01-02,Oman,Bahrain,1,0,67.49586027018631,0.42741423914866605,0.34480063551026685,0.0,0.48041664685107294,0.35456735000789463,0.3591970915233529,0.2862355584687525,0.09701410933906701,0,0.034346004724424034,0,0.06692937143516019,0,0.11782032704788543,0
2018,2018-01-05,Oman,United Arab Emirates,0,0,44.421869023264435,0.0,0.4579209473710572,0.0,0.3428083067608021,0.2599103266732705,0.3209887351812894,0.41910093814544014,0.14677156106026856,0,0.05976434498701157,0,0.09518236985830243,0,0.17102614916291925,0
2018,2018-01-07,Estonia,Sweden,1,1,236.47102033183774,0.6267628156496049,0.28421880809630934,0.19400640918604786,0.2882940366720554,0.096610797435923,0.23425139144793214,0.6691378111161448,0.21069943638133043,0,0.09947021048480394,0,0.21806705718376548,0,0.288608346538306,0
2018,2018-01-11,Denmark,Sweden,0,1,16.417878023721414,0.0,0.3720536762835167,0.3470369544933761,0.3438788338444543,0.32898145690509006,0.3050121867919586,0.36600635630295125,0.18682609254372234,0,0.08257569842909016,0,0.10551331845403965,0,0.2055674301519685,0
2018,2018-01-11,Indonesia,Iceland,0,6,452.1538797856474,0.0,0.5481921361734079,0.9275446056610063,0.039269941466785606,0.07816295923589205,0.16086829203026032,0.7609687487338477,0.39606551824762326,1,0.2377128099624676,1,0.3609750480346612,1,0.4775364269730286,1
2018,2018-01-11,Jordan,Finland,1,2,28.38023426175141,0.490667159134079,0.33426160829602963,0.7673062926661764,0.1590164987806154,0.27601993120580276,0.3597405623599682,0.36423950643422914,0.09569533210559733,0,0.033740362769876096,0,0.0670350189867483,0,0.11700729443461477,0
2018,2018-01-14,Indonesia,Iceland,1,4,462.0462297989079,0.5481921361734079,0.3171360681309476,0.7267689564477712,0.12651448647509286,0.07816295923589205,0.16086829203026032,0.7609687487338477,0.39606551824762326,1,0.2377128099624676,1,0.3609750480346612,1,0.4775364269730286,1
2018,2018-01-27,Moldova,South Korea,0,1,446.10983038161226,0.0,0.6097993965977982,0.23333751651586482,0.3110437130201577,0.12006037055350334,0.26585947994890685,0.6140801494975898,0.17352587931044608,0,0.07617291440444064,0,0.17139131636773067,0,0.23713874507182323,0
2018,2018-01-28,United States,Bosnia and Herzegovina,0,0,68.89859537560687,0.0,0.19169873628123218,0.0,0.2976573755484833,0.48389923522863426,0.2356570151384031,0.2804437496329629,0.38139966304362516,0,0.22145859769416973,0,0.19293104871351685,0,0.3934843729898203,0
