shrinkage,dispersion,anios,n_partidos,log_loss_1x2,rps_1x2,pit_chi2_local,pit_pval_local,pit_chi2_visita,pit_pval_visita,brier_over_3.5,ratio_esp_obs_over_3.5,brier_over_4.5,ratio_esp_obs_over_4.5,brier_margen_>=3,ratio_esp_obs_margen_>=3,brier_alguno_>=3,ratio_esp_obs_alguno_>=3
1.0,0.09,2018-2025,7742,0.8637740625479997,0.16843396856243706,49.2,0.0,16.04,0.06596,0.19056,0.9825,0.12076,1.0013,0.14529,1.0074,0.19677,1.0043
