anio,date,home_team,away_team,goles_local,goles_visita,abs_elo_diff,cdf_prev_local,pmf_local,cdf_prev_visita,pmf_visita,prob_local,prob_empate,prob_visita,pred_over_3.5,obs_over_3.5,pred_over_4.5,obs_over_4.5,pred_margen_>=3,obs_margen_>=3,pred_alguno_>=3,obs_alguno_>=3
2018,2018-01-02,Iraq,United Arab Emirates,0,0,17.763632901276424,0.0,0.3823493226812283,0.0,0.35086978866041796,0.3162827692443619,0.3225288286032905,0.3611884021523477,0.14446082381038955,0,0.053446883911068895,0,0.07554313660907004,0,0.15601253721151187,0
2018,2018-01-02,Oman,Bahrain,1,0,67.49586027018631,0.39302722536455925,0.36703884985524016,0.0,0.4409668652120382,0.3575834845693658,0.3483660192817255,0.2940504961489087,0.10122392331477392,0,0.03308269211308368,0,0.05973614961191401,0,0.11527250875411241,0
2018,2018-01-05,Oman,United Arab Emirates,0,0,44.421869023264435,0.0,0.42033132251655947,0.0,0.3167861599673514,0.26761055344703255,0.31771411181267684,0.4146753347402905,0.145818862414981,0,0.05413013761987593,0,0.08096373407913637,0,0.16093461503490014,0
2018,2018-01-07,Estonia,Sweden,1,1,236.47102033183774,0.5761673795962613,0.3176739587876912,0.1826308199673992,0.310525424034039,0.11010473621136091,0.24066710727607848,0.6492281565125604,0.19089514739601776,0,0.07819796614369601,0,0.17650968485502277,0,0.2569219682010098,0
2018,2018-01-11,Denmark,Sweden,0,1,16.417878023721414,0.0,0.34282502491296,0.320387456879546,0.3646727727132798,0.3302472496943064,0.30549475575765317,0.3642579945480406,0.18237269382757296,0,0.07344698524739314,0,0.08836861777209817,0,0.19105652212171428,0
2018,2018-01-11,Indonesia,Iceland,0,6,452.1538797856474,0.0,0.48704797211772716,0.969506438436815,0.02095162517822995,0.0947361193615541,0.17795960977963624,0.7273042708588097,0.3593608688147227,1,0.18969560475908212,1,0.28607495219640505,1,0.42830951790515165,1
2018,2018-01-11,Jordan,Finland,1,2,28.38023426175141,0.450296156066552,0.3592686931510599,0.7555029898780243,0.17380268826391443,0.2845940345920004,0.3487422277225584,0.3666637376854411,0.09990470809676302,0,0.032506058974613485,0,0.059814720551472134,0,0.11447756011398177,0
2018,2018-01-14,Indonesia,Iceland,1,4,462.0462297989079,0.48704797211772716,0.35037873412589193,0.7973102756238298,0.11777925268980258,0.0947361193615541,0.17795960977963624,0.7273042708588097,0.3593608688147227,1,0.18969560475908212,1,0.28607495219640505,1,0.42830951790515165,1
2018,2018-01-27,Moldova,South Korea,0,1,446.10983038161226,0.0,0.5601860511918956,0.218409229165141,0.3322846147181408,0.1339964676992634,0.2686130986337058,0.5973904336670308,0.16152141796688202,0,0.06221205857716867,0,0.13991348811253002,0,0.2135226795971112,0
2018,2018-01-28,United States,Bosnia and Herzegovina,0,0,68.89859537560687,0.0,0.1662896490980054,0.0,0.2756056830015781,0.48708070612036747,0.24322650251154007,0.26969279136809227,0.3713123762912309,0,0.19883585870942636,0,0.16038201876174232,0,0.3705176427367758,0
