shrinkage,dispersion,anios,n_partidos,log_loss_1x2,rps_1x2,pit_chi2_local,pit_pval_local,pit_chi2_visita,pit_pval_visita,brier_over_3.5,ratio_esp_obs_over_3.5,brier_over_4.5,ratio_esp_obs_over_4.5,brier_margen_>=3,ratio_esp_obs_margen_>=3,brier_alguno_>=3,ratio_esp_obs_alguno_>=3
1.0,0.15,2018-2025,7742,0.8656395982535758,0.16882532108230616,81.08,0.0,36.24,4e-05,0.19032,0.982,0.12065,1.0251,0.1455,1.0252,0.19686,1.007
