prob_media_pred,frec_observada,n,mercado
0.10834950207543463,0.17161290322580644,775,over_3.5
0.15434160807511987,0.1821705426356589,774,over_3.5
0.18335210361753423,0.20284237726098192,774,over_3.5
0.20909674804089204,0.21059431524547803,774,over_3.5
0.23634970127589305,0.2467700258397933,774,over_3.5
0.2641718396419518,0.2571059431524548,774,over_3.5
0.29800041574453034,0.28165374677002586,774,over_3.5
0.343930973925066,0.3333333333333333,774,over_3.5
0.41340338694107753,0.40568475452196384,774,over_3.5
0.6007655357421166,0.5716129032258065,775,over_3.5
0.04118813449385382,0.06451612903225806,775,over_4.5
0.06553769669148883,0.08397932816537468,774,over_4.5
0.08262168242451186,0.09948320413436693,774,over_4.5
0.09882361029152245,0.08397932816537468,774,over_4.5
0.11685588296395245,0.13049095607235142,774,over_4.5
0.13625958558110535,0.10723514211886305,774,over_4.5
0.16106842573908609,0.14987080103359174,774,over_4.5
0.1970383541950134,0.19121447028423771,774,over_4.5
0.256249382878905,0.24031007751937986,774,over_4.5
0.44756550108416626,0.4129032258064516,775,over_4.5
0.08036345571348118,0.08,775,margen_>=3
0.10709299832476772,0.09431524547803617,774,margen_>=3
0.12510163067170854,0.09689922480620156,774,margen_>=3
0.14257611944389975,0.11886304909560723,774,margen_>=3
0.16268212244137414,0.15503875968992248,774,margen_>=3
0.1884190420251526,0.1744186046511628,774,margen_>=3
0.2223329049692826,0.21834625322997417,774,margen_>=3
0.2740011438530745,0.2812903225806452,775,margen_>=3
0.36299442554400596,0.37516170763260026,773,margen_>=3
0.5919896066017909,0.607741935483871,775,margen_>=3
0.1365433090391726,0.18451612903225806,775,alguno_>=3
0.18683091545797903,0.1937984496124031,774,alguno_>=3
0.21752613228941792,0.20671834625322996,774,alguno_>=3
0.2471086690410224,0.23901808785529716,774,alguno_>=3
0.2772161392421851,0.25193798449612403,774,alguno_>=3
0.30887579481864813,0.28940568475452194,774,alguno_>=3
0.34810314185861835,0.35142118863049093,774,alguno_>=3
0.4020378788036846,0.3979328165374677,774,alguno_>=3
0.48480044425652685,0.4702842377260982,774,alguno_>=3
0.682783113773096,0.6838709677419355,775,alguno_>=3
