tramo_elo,n_partidos,goleadas_esperadas,goleadas_observadas,ratio_esp_obs
"[0,100)",2425,342.8493620165482,275,1.246724952787448
"[100,200)",2042,354.82502733571124,316,1.1228640105560481
"[200,300)",1456,342.361246442089,359,0.9536524970531727
"[300,inf)",1819,707.8940939678043,755,0.9376080714805356
TOTAL,7742,1747.9297297621529,1705,1.0251787271332276
