prob_media_pred,frec_observada,n,mercado
0.1016265946415581,0.1703225806451613,775,over_3.5
0.1472166059746511,0.1847545219638243,774,over_3.5
0.17659548944498393,0.2054263565891473,774,over_3.5
0.20290572260299236,0.20671834625322996,774,over_3.5
0.23105944167021303,0.2454780361757106,774,over_3.5
0.26009337157645984,0.25839793281653745,774,over_3.5
0.29579553591625385,0.28036175710594313,774,over_3.5
0.34497133974098726,0.33462532299741604,774,over_3.5
0.42107706239304843,0.4082687338501292,774,over_3.5
0.6318366874777976,0.5690322580645162,775,over_3.5
0.035459676303880056,0.06580645161290323,775,over_4.5
0.05777627139245797,0.08010335917312661,774,over_4.5
0.0738996134875636,0.10594315245478036,774,over_4.5
0.08935829348108516,0.07881136950904392,774,over_4.5
0.10686497566804973,0.13178294573643412,774,over_4.5
0.12594533093414387,0.10981912144702842,774,over_4.5
0.15077045190790223,0.1434108527131783,774,over_4.5
0.18745712314122026,0.19638242894056848,774,over_4.5
0.24994445249565989,0.23772609819121446,774,over_4.5
0.4673884547768511,0.41419354838709677,775,over_4.5
0.07071682163809935,0.07612903225806451,775,margen_>=3
0.09510943073675439,0.09948320413436693,774,margen_>=3
0.11218215219633985,0.1020671834625323,774,margen_>=3
0.12904553553045667,0.11627906976744186,774,margen_>=3
0.1489626473204744,0.14987080103359174,774,margen_>=3
0.17536670070712976,0.17571059431524547,774,margen_>=3
0.2111835733488515,0.2144702842377261,774,margen_>=3
0.26713829950743806,0.28036175710594313,774,margen_>=3
0.36465996994541744,0.3772609819121447,774,margen_>=3
0.6223214612567519,0.6103225806451613,775,margen_>=3
0.12587810901750124,0.1832258064516129,775,alguno_>=3
0.17545207554173634,0.18604651162790697,774,alguno_>=3
0.20643721297894785,0.21834625322997417,774,alguno_>=3
0.23681848327729257,0.2351421188630491,774,alguno_>=3
0.2683450828207993,0.2567741935483871,775,alguno_>=3
0.3021758012733681,0.2858990944372574,773,alguno_>=3
0.34424840657753764,0.3449612403100775,774,alguno_>=3
0.40372440913661645,0.40568475452196384,774,alguno_>=3
0.496710115055617,0.4664082687338501,774,alguno_>=3
0.7176948961659969,0.6864516129032258,775,alguno_>=3
