shrinkage,dispersion,anios,n_partidos,log_loss_1x2,rps_1x2,pit_chi2_local,pit_pval_local,pit_chi2_visita,pit_pval_visita,brier_over_3.5,ratio_esp_obs_over_3.5,brier_over_4.5,ratio_esp_obs_over_4.5,brier_margen_>=3,ratio_esp_obs_margen_>=3,brier_alguno_>=3,ratio_esp_obs_alguno_>=3
1.0,0.06,2018-2025,7742,0.8630319489237077,0.16827296838634306,42.46,0.0,10.34,0.32363,0.19074,0.9825,0.12087,0.9878,0.14526,0.9976,0.1968,1.0026
