anio,date,home_team,away_team,goles_local,goles_visita,abs_elo_diff,cdf_prev_local,pmf_local,cdf_prev_visita,pmf_visita,prob_local,prob_empate,prob_visita,pred_over_3.5,obs_over_3.5,pred_over_4.5,obs_over_4.5,pred_margen_>=3,obs_margen_>=3,pred_alguno_>=3,obs_alguno_>=3
2018,2018-01-02,Iraq,United Arab Emirates,0,0,17.763632901276424,0.0,0.405873352688834,0.0,0.36988228397900613,0.3113704125039948,0.3269973149181444,0.36163227257786074,0.13978679671543845,0,0.05361725972571242,0,0.08028607631508317,0,0.156305842760336,0
2018,2018-01-02,Oman,Bahrain,1,0,67.49586027018631,0.41791036123436903,0.35493837534262596,0.0,0.4723432668989852,0.3557082531862626,0.3588822186214659,0.28540952819227194,0.09266833924241122,0,0.030930771848831116,0,0.06087417122513891,0,0.11051586293259591,0
2018,2018-01-05,Oman,United Arab Emirates,0,0,44.421869023264435,0.0,0.44910976254568996,0.0,0.33084399096743067,0.25738996267563996,0.3208964558763197,0.4217135814480401,0.14206119706684853,0,0.054857508006398936,0,0.0875490382456609,0,0.1629119979368351,0
2018,2018-01-07,Estonia,Sweden,1,1,236.47102033183774,0.6221277421504098,0.2908329329914114,0.17880842124922353,0.2921848424937384,0.09156857089690543,0.2273295309241219,0.6811018981789727,0.20591629812256565,0,0.09194767113515859,0,0.21315637676599433,0,0.2860949616196826,0
2018,2018-01-11,Denmark,Sweden,0,1,16.417878023721414,0.0,0.3607756639293882,0.335076716831444,0.35407462668069906,0.3277981275473151,0.3060686873913469,0.3661331850613381,0.18250916730179054,0,0.0769384365613924,0,0.09649417450519962,0,0.19676497191981207,0
2018,2018-01-11,Indonesia,Iceland,0,6,452.1538797856474,0.0,0.5416212297313665,0.9382365496752435,0.036350565937276896,0.07098414665697104,0.15237986307957388,0.7766359902634551,0.4000158859320309,1,0.23211047823825087,1,0.3623084017359084,1,0.48594509247514583,1
2018,2018-01-11,Jordan,Finland,1,2,28.38023426175141,0.48286921389143667,0.34366734659306575,0.7678250732330929,0.16281596497122103,0.2749656370380779,0.35932373312131793,0.36571062984060404,0.09135550569689983,0,0.03035526907468119,0,0.061031426490987264,0,0.10977049514243362,0
2018,2018-01-14,Indonesia,Iceland,1,4,462.0462297989079,0.5416212297313665,0.3256956168765974,0.7301695963730231,0.1335295752821654,0.07098414665697104,0.15237986307957388,0.7766359902634551,0.4000158859320309,1,0.23211047823825087,1,0.3623084017359084,1,0.48594509247514583,1
2018,2018-01-27,Moldova,South Korea,0,1,446.10983038161226,0.0,0.6048117646577187,0.21878751311029446,0.3175003745343141,0.11538098898949975,0.2605496645022805,0.6240693465082194,0.16823685895337936,0,0.06965008250742293,0,0.16526493875910975,0,0.232349041341185,0
2018,2018-01-28,United States,Bosnia and Herzegovina,0,0,68.89859537560687,0.0,0.17609283990218436,0.0,0.28410879169669756,0.4876821624360604,0.2374922238696101,0.27482561369432945,0.38319860158397867,0,0.2159851885376708,0,0.17988661670931186,0,0.38897033160410577,0
2018,2018-01-30,Azerbaijan,Moldova,0,0,69.93648226489677,0.0,0.4319162202526522,0.0,0.45632929607533623,0.3360228379424606,0.3595339340568415,0.30444322800069784,0.09285958051607801,0,0.031008483131995796,0,0.06005526880883767,0,0.11001977164699923,0
2018,2018-01-30,Jamaica,South Korea,2,2,179.2285385343332,0.8600801565970511,0.1090536569493366,0.6031597456365118,0.22888427808567105,0.17249871674453365,0.2938473647884039,0.5336539184670626,0.15406664444005705,1,0.061487718181154005,0,0.12073049841992269,0,0.19363789325266043,0
